country,happiness_rating,GDP_per_capita,social_support_rating,life_expectancy,democratic_quality,delivery_quality,corruption_perceptions,positive_affect,negative_affect
Niger,4.254193799857143,6.7518430437142865,0.6906289074285714,50.51428549642857,-0.6960910925384616,-0.6338368377692307,0.6833054680000001,0.7065543617142858,0.23361666657142857
Nigeria,4.972763578166667,8.531077464416667,0.7569338233333331,47.25,-1.3099208745454545,-0.9924188147272727,0.8929281234166666,0.75141055375,0.22627901291666666
North Cyprus,5.6514908927142855,,0.8259978975714287,,,,0.6922249538571429,0.6248644291428571,0.3404881997142857
Norway,7.537292162555556,11.07211430888889,0.9497399991111111,72.58888838,1.4344485848750002,1.9058532715,0.35219556255555556,0.8301825788888888,0.19870213166666667
Oman,6.852982044,10.64404583,,65.5,-0.31402507399999996,0.295601457,,,0.295164108
Pakistan,5.310523192083333,8.370798905583333,0.5599595755,56.75,-1.6668304105833334,-0.76790901525,0.7963907470000001,0.6232756326666666,0.3297017835833333
Palestinian Territories,4.618291684571429,8.307402293,0.7774808578571429,62.014999388,-1.4013171655384613,-0.39300726292307697,0.7949766985,0.5834694803571429,0.3990993671428571
Panama,6.68371738707143,9.804596356571427,0.9037901417857143,68.79999978214286,0.3120736192307692,0.025186547076923076,0.8547813167857142,0.8526761914285714,0.20745729657142858
Paraguay,5.559151796153846,9.220597854000001,0.9064245636153847,64.71538484999999,-0.31218077808333333,-0.7500295488333334,0.8311149386153847,0.8676100006923075,0.2236790633076923
Peru,5.594209296142856,9.293290955857143,0.8029031200000001,66.79285703357142,-0.259798619,-0.20005712376923077,0.8818901097142858,0.7782841707857143,0.3634883122857143
Philippines,5.224921771428571,8.740072863428571,0.8180507974999999,61.02857153785715,-0.6608594381538462,-0.2744762908461539,0.7847230262857143,0.8157903125714286,0.34295304461538456
Poland,5.940640926416666,10.098056873416668,0.9078865547500001,68.03333346,0.8885807666363637,0.7132273695454546,0.8375709900833334,0.7431050986666667,0.22370324533333333
Portugal,5.4141331116666676,10.208613158333334,0.8783467957500002,71.42999966916666,1.0196296896363635,1.0059999443636365,0.92569370075,0.6992548208333332,0.3226648866666667
Qatar,6.5689818382,11.682664298000002,0.8633251189999999,67.18799896200001,0.0605268122,0.8950477956,0.18379813399999997,0.7349125943333333,0.30268528066666667
Romania,5.565471092916667,9.910046419083333,0.7773676712500001,66.01166661583335,0.30644709545454546,0.0892339380909091,0.9528782516666667,0.6464278995833334,0.29415216424999996
Russia,5.528826860384616,10.086057590153846,0.9012355483846153,61.70769207307693,-0.9165017239230769,-0.6267339862307695,0.9172563736923078,0.6355038056153847,0.1744267482307692
Rwanda,3.6544729867500005,7.385627706833333,0.6194211741666665,57.58666674333333,-0.7037099273636364,0.044339036181818184,0.18595522508333331,0.7259903749166666,0.22380732675000004
Saudi Arabia,6.494903784538461,10.782082924615384,0.860511523,65.0861540576923,-1.11849493775,0.0749128605,0.47652529199999993,0.7343590258461538,0.27145581530769236
Senegal,4.441847545714286,7.982357570071428,0.7506346447857143,57.05000005428571,-0.07433193876923078,-0.2799759805384615,0.8231011630000001,0.7374387979285714,0.22032151264285713
Serbia,5.178887446749999,9.568944056749999,0.82455641525,66.93333244333333,0.050778094545454545,-0.15119328581818184,0.9047738462499999,0.5289631834166667,0.34682237608333333
Sierra Leone,4.1120519042499994,7.198485493666667,0.6824186543333334,45.7133334475,-0.1878972092727273,-0.9437950903636363,0.85539319125,0.5454480995833333,0.3880991365
Singapore,6.504267179,11.245456536666666,0.8809021758461539,75.35846123307692,0.5656162077500001,2.0178461175,0.09775201008333334,0.7157097549230769,0.16341901215384613
Slovakia,6.022511265545456,10.221217763454545,0.9279428884545454,67.76363650272728,0.9376763284,0.6346937358,0.9177554790909093,0.7108212383636363,0.2670079307272727
Slovenia,6.0195928016666675,10.293365399166666,0.926881229,69.90833346083333,0.9794272727272727,0.9080879417272727,0.8459358266666667,0.6458025424999999,0.2801707164166667
Somalia,5.1832861900000005,,0.6015110613333333,49.89999898,-2.2137824693333337,-2.1124018826666666,0.4358358386666666,0.875514845,0.19574452966666667
Somaliland region,4.909162283000001,,0.82070603975,,,,0.41890972125000003,0.768032193,0.11752759125000001
South Africa,4.867764047285713,9.4009206635,0.8659309617142856,52.74285697928571,0.27111210046153844,0.23819914646153845,0.8375357664615384,0.7778911845714286,0.2209691410714286
South Korea,5.880751746071428,10.373865467142858,0.7906085125714286,72.05000032714285,0.5210430505384616,0.9052744784615386,0.8082963313571428,0.6632927314285715,0.2252310301428571
South Sudan,3.4018746020000004,7.554764906666667,0.554718569,50.409999845,-2.089630425,-1.9046263694999999,0.74943347275,0.60016871975,0.486183867
Spain,6.460897262307692,10.404129762307692,0.9387069390769232,73.3246148923077,0.5382712632500001,1.0015653868333334,0.8078123193846154,0.7110343986923078,0.32088270315384615
Sri Lanka,4.3082968087692315,9.1566603,0.8288437677692306,66.4076919553846,-0.6137285060000001,-0.16679318624999998,0.8187735217692308,0.8099904472307693,0.21633108984615387
Sudan,4.3787411689999995,8.2199209212,0.8414266588,54.331999968000005,-2.1154486655999998,-1.3222764254000001,0.72562207,0.6210008266,0.2518632024
Suriname,6.269286632999999,9.61685276,0.797262073,62.24000168,0.210094452,-0.21857205,0.7512828709999999,0.764222682,0.250364989
Swaziland,4.491590341,9.119271914333334,0.791839063,47.710408529999995,-0.8607109190000001,-0.48720505849999995,0.7776996693333333,0.8075317540000001,0.26099590433333336
Sweden,7.373250044384616,10.704258845384619,0.9254289086923075,72.1276931776923,1.33529308425,1.9668702085833332,0.26737060461538464,0.8218576494615384,0.17955365323076922
Switzerland,7.552649339222223,10.95178794888889,0.9433087640000001,73.18222215555556,1.44862777,1.9275692255,0.3087699414444445,0.8077306482222224,0.18983826688888886
Syria,4.016979592285714,8.499274253857143,0.6717834004285714,61.25999995571429,-1.7514632769999998,-1.0819396035714284,0.6961822764285716,0.5086687037142857,0.4743485664285714
Taiwan Province of China,6.28586840625,10.649410343000001,0.8649707138333332,69.13999939,0.8647962970909094,1.064384585181818,0.798417608,0.8339474101666666,0.11852796058333333
Tajikistan,4.9075055804285705,7.785717861857143,0.7638828754285715,62.70000049071429,-1.2101915433076924,-1.1193831517692308,0.6880098304285714,0.658447304,0.19315851585714286
Tanzania,3.6909697565714277,7.792523724571429,0.7655143567142858,53.864285605714294,-0.23761471838461537,-0.5021128241538462,0.785367808,0.7264954617142857,0.2031517497142857
