,Province/State,Country/Region,Lat,Long,date,cases
0,,Malaysia,4.210483999999999,101.97576600000001,2020-01-22,0
1,,Malaysia,4.210483999999999,101.97576600000001,2020-01-23,0
2,,Malaysia,4.210483999999999,101.97576600000001,2020-01-24,0
3,,Malaysia,4.210483999999999,101.97576600000001,2020-01-25,3
4,,Malaysia,4.210483999999999,101.97576600000001,2020-01-26,4
5,,Malaysia,4.210483999999999,101.97576600000001,2020-01-27,4
6,,Malaysia,4.210483999999999,101.97576600000001,2020-01-28,4
7,,Malaysia,4.210483999999999,101.97576600000001,2020-01-29,7
8,,Malaysia,4.210483999999999,101.97576600000001,2020-01-30,8
9,,Malaysia,4.210483999999999,101.97576600000001,2020-01-31,8
10,,Malaysia,4.210483999999999,101.97576600000001,2020-02-01,8
11,,Malaysia,4.210483999999999,101.97576600000001,2020-02-02,8
12,,Malaysia,4.210483999999999,101.97576600000001,2020-02-03,8
13,,Malaysia,4.210483999999999,101.97576600000001,2020-02-04,10
14,,Malaysia,4.210483999999999,101.97576600000001,2020-02-05,12
15,,Malaysia,4.210483999999999,101.97576600000001,2020-02-06,12
16,,Malaysia,4.210483999999999,101.97576600000001,2020-02-07,12
17,,Malaysia,4.210483999999999,101.97576600000001,2020-02-08,16
18,,Malaysia,4.210483999999999,101.97576600000001,2020-02-09,16
19,,Malaysia,4.210483999999999,101.97576600000001,2020-02-10,18
20,,Malaysia,4.210483999999999,101.97576600000001,2020-02-11,18
21,,Malaysia,4.210483999999999,101.97576600000001,2020-02-12,18
22,,Malaysia,4.210483999999999,101.97576600000001,2020-02-13,19
23,,Malaysia,4.210483999999999,101.97576600000001,2020-02-14,19
24,,Malaysia,4.210483999999999,101.97576600000001,2020-02-15,22
25,,Malaysia,4.210483999999999,101.97576600000001,2020-02-16,22
26,,Malaysia,4.210483999999999,101.97576600000001,2020-02-17,22
27,,Malaysia,4.210483999999999,101.97576600000001,2020-02-18,22
28,,Malaysia,4.210483999999999,101.97576600000001,2020-02-19,22
29,,Malaysia,4.210483999999999,101.97576600000001,2020-02-20,22
30,,Malaysia,4.210483999999999,101.97576600000001,2020-02-21,22
31,,Malaysia,4.210483999999999,101.97576600000001,2020-02-22,22
32,,Malaysia,4.210483999999999,101.97576600000001,2020-02-23,22
33,,Malaysia,4.210483999999999,101.97576600000001,2020-02-24,22
34,,Malaysia,4.210483999999999,101.97576600000001,2020-02-25,22
35,,Malaysia,4.210483999999999,101.97576600000001,2020-02-26,22
36,,Malaysia,4.210483999999999,101.97576600000001,2020-02-27,23
37,,Malaysia,4.210483999999999,101.97576600000001,2020-02-28,23
38,,Malaysia,4.210483999999999,101.97576600000001,2020-02-29,25
39,,Malaysia,4.210483999999999,101.97576600000001,2020-03-01,29
40,,Malaysia,4.210483999999999,101.97576600000001,2020-03-02,29
41,,Malaysia,4.210483999999999,101.97576600000001,2020-03-03,36
42,,Malaysia,4.210483999999999,101.97576600000001,2020-03-04,50
43,,Malaysia,4.210483999999999,101.97576600000001,2020-03-05,50
44,,Malaysia,4.210483999999999,101.97576600000001,2020-03-06,83
45,,Malaysia,4.210483999999999,101.97576600000001,2020-03-07,93
46,,Malaysia,4.210483999999999,101.97576600000001,2020-03-08,99
47,,Malaysia,4.210483999999999,101.97576600000001,2020-03-09,117
48,,Malaysia,4.210483999999999,101.97576600000001,2020-03-10,129
49,,Malaysia,4.210483999999999,101.97576600000001,2020-03-11,149
50,,Malaysia,4.210483999999999,101.97576600000001,2020-03-12,149
51,,Malaysia,4.210483999999999,101.97576600000001,2020-03-13,197
52,,Malaysia,4.210483999999999,101.97576600000001,2020-03-14,238
53,,Malaysia,4.210483999999999,101.97576600000001,2020-03-15,428
54,,Malaysia,4.210483999999999,101.97576600000001,2020-03-16,566
55,,Malaysia,4.210483999999999,101.97576600000001,2020-03-17,673
56,,Malaysia,4.210483999999999,101.97576600000001,2020-03-18,790
57,,Malaysia,4.210483999999999,101.97576600000001,2020-03-19,900
58,,Malaysia,4.210483999999999,101.97576600000001,2020-03-20,1030
59,,Malaysia,4.210483999999999,101.97576600000001,2020-03-21,1183
60,,Malaysia,4.210483999999999,101.97576600000001,2020-03-22,1306
61,,Malaysia,4.210483999999999,101.97576600000001,2020-03-23,1518
62,,Malaysia,4.210483999999999,101.97576600000001,2020-03-24,1624
63,,Malaysia,4.210483999999999,101.97576600000001,2020-03-25,1796
64,,Malaysia,4.210483999999999,101.97576600000001,2020-03-26,2031
65,,Malaysia,4.210483999999999,101.97576600000001,2020-03-27,2161
66,,Malaysia,4.210483999999999,101.97576600000001,2020-03-28,2320
67,,Malaysia,4.210483999999999,101.97576600000001,2020-03-29,2470
68,,Malaysia,4.210483999999999,101.97576600000001,2020-03-30,2626
69,,Malaysia,4.210483999999999,101.97576600000001,2020-03-31,2766
70,,Malaysia,4.210483999999999,101.97576600000001,2020-04-01,2908
71,,Malaysia,4.210483999999999,101.97576600000001,2020-04-02,3116
72,,Malaysia,4.210483999999999,101.97576600000001,2020-04-03,3333
73,,Malaysia,4.210483999999999,101.97576600000001,2020-04-04,3483
74,,Malaysia,4.210483999999999,101.97576600000001,2020-04-05,3662
75,,Malaysia,4.210483999999999,101.97576600000001,2020-04-06,3793
76,,Malaysia,4.210483999999999,101.97576600000001,2020-04-07,3963
77,,Malaysia,4.210483999999999,101.97576600000001,2020-04-08,4119
78,,Malaysia,4.210483999999999,101.97576600000001,2020-04-09,4228
79,,Malaysia,4.210483999999999,101.97576600000001,2020-04-10,4346
