,Province/State,Country/Region,Lat,Long,date,cases
133,Beijing,China,40.1824,116.4142,2020-01-26,68
134,Chongqing,China,30.0572,107.874,2020-01-26,75
135,Fujian,China,26.0789,117.9874,2020-01-26,35
136,Gansu,China,35.7518,104.2861,2020-01-26,7
137,Guangdong,China,23.3417,113.4244,2020-01-26,111
138,Guangxi,China,23.8298,108.7881,2020-01-26,36
139,Guizhou,China,26.8154,106.8748,2020-01-26,5
140,Hainan,China,19.1959,109.7453,2020-01-26,22
141,Hebei,China,39.549,116.1306,2020-01-26,13
142,Heilongjiang,China,47.861999999999995,127.7615,2020-01-26,15
143,Henan,China,37.8957,114.9042,2020-01-26,83
144,Hong Kong,China,22.3,114.2,2020-01-26,8
145,Hubei,China,30.9756,112.2707,2020-01-26,1058
146,Hunan,China,27.6104,111.7088,2020-01-26,69
147,Inner Mongolia,China,44.0935,113.9448,2020-01-26,7
148,Jiangsu,China,32.9711,119.455,2020-01-26,33
149,Jiangxi,China,27.614,115.7221,2020-01-26,36
150,Jilin,China,43.6661,126.1923,2020-01-26,4
151,Liaoning,China,41.2956,122.6085,2020-01-26,21
152,Macau,China,22.1667,113.55,2020-01-26,5
153,Ningxia,China,37.2692,106.1655,2020-01-26,4
154,Qinghai,China,35.7452,95.9956,2020-01-26,1
155,Shaanxi,China,35.1917,108.8701,2020-01-26,22
156,Shandong,China,36.3427,118.1498,2020-01-26,46
157,Shanghai,China,31.201999999999998,121.4491,2020-01-26,40
158,Shanxi,China,37.5777,112.2922,2020-01-26,9
159,Sichuan,China,30.6171,102.7103,2020-01-26,44
160,Tianjin,China,39.3054,117.323,2020-01-26,14
161,Tibet,China,31.6927,88.0924,2020-01-26,0
162,Xinjiang,China,41.1129,85.2401,2020-01-26,4
163,Yunnan,China,24.974,101.48700000000001,2020-01-26,16
164,Zhejiang,China,29.1832,120.0934,2020-01-26,104
165,Anhui,China,31.8257,117.2264,2020-01-27,70
166,Beijing,China,40.1824,116.4142,2020-01-27,80
167,Chongqing,China,30.0572,107.874,2020-01-27,110
168,Fujian,China,26.0789,117.9874,2020-01-27,59
169,Gansu,China,35.7518,104.2861,2020-01-27,14
170,Guangdong,China,23.3417,113.4244,2020-01-27,151
171,Guangxi,China,23.8298,108.7881,2020-01-27,46
172,Guizhou,China,26.8154,106.8748,2020-01-27,7
173,Hainan,China,19.1959,109.7453,2020-01-27,33
174,Hebei,China,39.549,116.1306,2020-01-27,18
175,Heilongjiang,China,47.861999999999995,127.7615,2020-01-27,21
176,Henan,China,37.8957,114.9042,2020-01-27,128
177,Hong Kong,China,22.3,114.2,2020-01-27,8
178,Hubei,China,30.9756,112.2707,2020-01-27,1423
179,Hunan,China,27.6104,111.7088,2020-01-27,100
180,Inner Mongolia,China,44.0935,113.9448,2020-01-27,11
181,Jiangsu,China,32.9711,119.455,2020-01-27,47
182,Jiangxi,China,27.614,115.7221,2020-01-27,72
183,Jilin,China,43.6661,126.1923,2020-01-27,6
184,Liaoning,China,41.2956,122.6085,2020-01-27,27
185,Macau,China,22.1667,113.55,2020-01-27,6
186,Ningxia,China,37.2692,106.1655,2020-01-27,7
187,Qinghai,China,35.7452,95.9956,2020-01-27,6
188,Shaanxi,China,35.1917,108.8701,2020-01-27,35
189,Shandong,China,36.3427,118.1498,2020-01-27,75
190,Shanghai,China,31.201999999999998,121.4491,2020-01-27,53
191,Shanxi,China,37.5777,112.2922,2020-01-27,13
192,Sichuan,China,30.6171,102.7103,2020-01-27,69
193,Tianjin,China,39.3054,117.323,2020-01-27,23
194,Tibet,China,31.6927,88.0924,2020-01-27,0
195,Xinjiang,China,41.1129,85.2401,2020-01-27,5
196,Yunnan,China,24.974,101.48700000000001,2020-01-27,26
197,Zhejiang,China,29.1832,120.0934,2020-01-27,128
198,Anhui,China,31.8257,117.2264,2020-01-28,106
199,Beijing,China,40.1824,116.4142,2020-01-28,91
200,Chongqing,China,30.0572,107.874,2020-01-28,132
201,Fujian,China,26.0789,117.9874,2020-01-28,80
202,Gansu,China,35.7518,104.2861,2020-01-28,19
203,Guangdong,China,23.3417,113.4244,2020-01-28,207
204,Guangxi,China,23.8298,108.7881,2020-01-28,51
205,Guizhou,China,26.8154,106.8748,2020-01-28,9
206,Hainan,China,19.1959,109.7453,2020-01-28,40
207,Hebei,China,39.549,116.1306,2020-01-28,33
208,Heilongjiang,China,47.861999999999995,127.7615,2020-01-28,33
209,Henan,China,37.8957,114.9042,2020-01-28,168
210,Hong Kong,China,22.3,114.2,2020-01-28,8
211,Hubei,China,30.9756,112.2707,2020-01-28,3554
212,Hunan,China,27.6104,111.7088,2020-01-28,143
213,Inner Mongolia,China,44.0935,113.9448,2020-01-28,15
214,Jiangsu,China,32.9711,119.455,2020-01-28,70
215,Jiangxi,China,27.614,115.7221,2020-01-28,109
216,Jilin,China,43.6661,126.1923,2020-01-28,8
217,Liaoning,China,41.2956,122.6085,2020-01-28,34
218,Macau,China,22.1667,113.55,2020-01-28,7
219,Ningxia,China,37.2692,106.1655,2020-01-28,11
220,Qinghai,China,35.7452,95.9956,2020-01-28,6
221,Shaanxi,China,35.1917,108.8701,2020-01-28,46
222,Shandong,China,36.3427,118.1498,2020-01-28,95
223,Shanghai,China,31.201999999999998,121.4491,2020-01-28,66
224,Shanxi,China,37.5777,112.2922,2020-01-28,27
225,Sichuan,China,30.6171,102.7103,2020-01-28,90
226,Tianjin,China,39.3054,117.323,2020-01-28,24
227,Tibet,China,31.6927,88.0924,2020-01-28,0
228,Xinjiang,China,41.1129,85.2401,2020-01-28,10
229,Yunnan,China,24.974,101.48700000000001,2020-01-28,44
230,Zhejiang,China,29.1832,120.0934,2020-01-28,173
231,Anhui,China,31.8257,117.2264,2020-01-29,152
232,Beijing,China,40.1824,116.4142,2020-01-29,111
233,Chongqing,China,30.0572,107.874,2020-01-29,147
234,Fujian,China,26.0789,117.9874,2020-01-29,84
235,Gansu,China,35.7518,104.2861,2020-01-29,24
236,Guangdong,China,23.3417,113.4244,2020-01-29,277
237,Guangxi,China,23.8298,108.7881,2020-01-29,58
238,Guizhou,China,26.8154,106.8748,2020-01-29,9
239,Hainan,China,19.1959,109.7453,2020-01-29,43
240,Hebei,China,39.549,116.1306,2020-01-29,48
241,Heilongjiang,China,47.861999999999995,127.7615,2020-01-29,38
242,Henan,China,37.8957,114.9042,2020-01-29,206
243,Hong Kong,China,22.3,114.2,2020-01-29,10
244,Hubei,China,30.9756,112.2707,2020-01-29,3554
245,Hunan,China,27.6104,111.7088,2020-01-29,221
246,Inner Mongolia,China,44.0935,113.9448,2020-01-29,16
247,Jiangsu,China,32.9711,119.455,2020-01-29,99
248,Jiangxi,China,27.614,115.7221,2020-01-29,109
249,Jilin,China,43.6661,126.1923,2020-01-29,9
250,Liaoning,China,41.2956,122.6085,2020-01-29,39
251,Macau,China,22.1667,113.55,2020-01-29,7
252,Ningxia,China,37.2692,106.1655,2020-01-29,12
253,Qinghai,China,35.7452,95.9956,2020-01-29,6
254,Shaanxi,China,35.1917,108.8701,2020-01-29,56
255,Shandong,China,36.3427,118.1498,2020-01-29,130
256,Shanghai,China,31.201999999999998,121.4491,2020-01-29,96
