,date,week,mental_health_condition,age,gender,happiness_rating
5044,2020-06-05,week 6,No,33,Male,7
5045,2020-06-05,week 6,No,26,Male,5
5046,2020-06-05,week 6,No,65,Female,6
5047,2020-06-05,week 6,No,21,Female,7
5048,2020-06-05,week 6,No,19,Female,6
5049,2020-06-05,week 6,No,28,Female,5
5050,2020-06-05,week 6,No,31,Male,10
5051,2020-06-05,week 6,No,25,Male,5
5052,2020-06-05,week 6,No,35,Female,5
5053,2020-06-05,week 6,No,25,Female,3
5054,2020-06-05,week 6,No,30,Female,6
5055,2020-06-05,week 6,No,20,Male,2
5056,2020-06-05,week 6,No,34,Female,8
5057,2020-06-05,week 6,No,36,Female,10
5058,2020-06-05,week 6,No,28,Female,5
5059,2020-06-05,week 6,No,35,Male,7
5060,2020-06-05,week 6,No,22,Male,6
5061,2020-06-05,week 6,No,25,Female,5
5062,2020-06-05,week 6,No,45,Male,4
5063,2020-06-05,week 6,No,37,Female,4
5064,2020-06-05,week 6,No,40,Male,3
5065,2020-06-05,week 6,No,39,Male,5
5066,2020-06-05,week 6,Yes,37,Male,8
5067,2020-06-05,week 6,No,35,Male,6
5068,2020-06-05,week 6,No,25,Male,5
5069,2020-06-05,week 6,No,19,Male,4
5070,2020-06-05,week 6,Yes,33,Female,3
5071,2020-06-05,week 6,No,39,Male,6
5072,2020-06-05,week 6,No,40,Female,2
5073,2020-06-05,week 6,No,30,Female,7
5074,2020-06-05,week 6,No,38,Female,5
5075,2020-06-05,week 6,No,51,Female,8
5076,2020-06-05,week 6,No,43,Female,6
5077,2020-06-05,week 6,No,35,Female,6
5078,2020-06-05,week 6,No,45,Female,6
5079,2020-06-05,week 6,No,45,Male,6
5080,2020-06-05,week 6,No,49,Female,7
5081,2020-06-05,week 6,No,19,Male,5
5082,2020-06-05,week 6,No,25,Male,1
5083,2020-06-05,week 6,No,22,Female,5
5084,2020-06-05,week 6,No,37,Female,9
5085,2020-06-05,week 6,No,38,Male,1
5086,2020-06-05,week 6,No,23,Female,6
5087,2020-06-05,week 6,Yes,47,Female,5
5088,2020-06-05,week 6,No,34,Male,6
5089,2020-06-05,week 6,No,23,Female,0
5090,2020-06-05,week 6,No,30,Male,5
5091,2020-06-05,week 6,No,26,Male,4
5092,2020-06-05,week 6,No,39,Male,5
5093,2020-06-05,week 6,No,40,Male,5
5094,2020-06-05,week 6,No,42,Female,6
5095,2020-06-05,week 6,No,25,Female,4
5096,2020-06-05,week 6,No,41,Male,8
5097,2020-06-05,week 6,No,26,Female,6
5098,2020-06-05,week 6,No,46,Male,5
5099,2020-06-05,week 6,No,30,Male,5
5100,2020-06-05,week 6,No,34,Male,2
5101,2020-06-05,week 6,No,20,Male,1
5102,2020-06-05,week 6,No,40,Female,9
5103,2020-06-05,week 6,No,45,Female,5
5104,2020-06-05,week 6,No,35,Female,7
5105,2020-06-05,week 6,No,47,Male,5
5106,2020-06-05,week 6,No,20,Male,8
5107,2020-06-05,week 6,No,35,Female,5
5108,2020-06-05,week 6,No,28,Female,5
5109,2020-06-05,week 6,No,34,Male,1
5110,2020-06-05,week 6,No,32,Male,5
5111,2020-06-05,week 6,No,20,Male,3
5112,2020-06-05,week 6,No,38,Male,7
5113,2020-06-05,week 6,No,26,Male,6
5114,2020-06-05,week 6,No,24,Female,4
5115,2020-06-05,week 6,No,26,Female,7
5116,2020-06-05,week 6,No,30,Female,8
5117,2020-06-05,week 6,No,38,Male,5
5118,2020-06-05,week 6,No,46,Male,2
5119,2020-06-05,week 6,No,42,Female,6
5120,2020-06-05,week 6,No,21,Female,5
5121,2020-06-05,week 6,No,23,Female,5
5122,2020-06-05,week 6,No,29,Female,3
5123,2020-06-05,week 6,No,39,Male,9
5124,2020-06-05,week 6,No,31,Female,6
5125,2020-06-05,week 6,No,26,Male,5
5126,2020-06-05,week 6,No,21,Male,6
5127,2020-06-05,week 6,No,39,Female,5
5128,2020-06-05,week 6,No,21,Male,3
5129,2020-06-05,week 6,No,20,Male,7
5130,2020-06-05,week 6,Yes,40,Female,6
5131,2020-06-05,week 6,No,56,Female,6
5132,2020-06-05,week 6,No,21,Male,0
5133,2020-06-05,week 6,No,19,Male,5
5134,2020-06-05,week 6,No,20,Female,4
5135,2020-06-05,week 6,No,25,Female,6
5136,2020-06-05,week 6,No,50,Female,1
5137,2020-06-05,week 6,No,57,Female,10
5138,2020-06-05,week 6,No,32,Female,6
5139,2020-06-05,week 6,No,30,Male,8
5140,2020-06-05,week 6,No,47,Male,4
5141,2020-06-05,week 6,No,28,Female,5
5142,2020-06-05,week 6,No,29,Female,6
5143,2020-06-05,week 6,No,25,Male,5
5144,2020-06-05,week 6,No,21,Female,8
5145,2020-06-05,week 6,No,27,Male,7
5146,2020-06-05,week 6,No,40,Female,5
5147,2020-06-05,week 6,No,21,Female,5
5148,2020-06-05,week 6,No,19,Male,3
5149,2020-06-05,week 6,No,33,Male,6
5150,2020-06-05,week 6,No,21,Female,6
5151,2020-06-05,week 6,No,48,Female,8
5152,2020-06-05,week 6,No,26,Male,4
5153,2020-06-05,week 6,No,20,Male,6
5154,2020-06-05,week 6,No,21,Male,4
5155,2020-06-05,week 6,No,33,Male,4
5156,2020-06-05,week 6,No,28,Male,7
5157,2020-06-05,week 6,No,33,Male,8
5158,2020-06-05,week 6,No,38,Male,5
5159,2020-06-05,week 6,No,21,Female,6
5160,2020-06-05,week 6,No,21,Male,2
5161,2020-06-05,week 6,No,34,Male,6
5162,2020-06-05,week 6,No,47,Male,7
5163,2020-06-05,week 6,No,23,Male,7
5164,2020-06-05,week 6,No,24,Male,5
5165,2020-06-05,week 6,No,46,Female,7
5166,2020-06-05,week 6,No,20,Male,5
5167,2020-06-05,week 6,No,24,Female,8
5168,2020-06-05,week 6,No,24,Female,5
5169,2020-06-05,week 6,No,19,Male,4
5170,2020-06-05,week 6,No,22,Female,7
5171,2020-06-05,week 6,No,47,Male,5
5172,2020-06-05,week 6,No,27,Female,3
5173,2020-06-05,week 6,No,44,Female,8
5174,2020-06-05,week 6,No,22,Female,5
5175,2020-06-05,week 6,No,18,Female,5
5176,2020-06-05,week 6,No,31,Male,5
5177,2020-06-05,week 6,No,31,Female,7
5178,2020-06-05,week 6,No,30,Female,4
5179,2020-06-05,week 6,No,38,Male,7
5180,2020-06-05,week 6,No,30,Male,2
5181,2020-06-05,week 6,No,32,Male,3
5182,2020-06-05,week 6,No,27,Male,5
5183,2020-06-05,week 6,No,95,Male,7
5184,2020-06-05,week 6,No,21,Male,2
5185,2020-06-05,week 6,No,25,Male,3
5186,2020-06-05,week 6,No,39,Male,7
5187,2020-06-05,week 6,No,22,Male,6
5188,2020-06-05,week 6,No,18,Male,1
5189,2020-06-05,week 6,No,26,Female,6
5190,2020-06-05,week 6,No,53,Female,9
5191,2020-06-05,week 6,No,27,Female,5
5192,2020-06-05,week 6,No,30,Male,5
5193,2020-06-05,week 6,No,45,Female,8
5194,2020-06-05,week 6,No,35,Female,7
5195,2020-06-05,week 6,No,27,Female,2
5196,2020-06-05,week 6,No,29,Female,5
5197,2020-06-05,week 6,No,37,Male,0
5198,2020-06-05,week 6,No,19,Male,7
5199,2020-06-05,week 6,No,35,Female,5
5200,2020-06-05,week 6,No,38,Male,5
5201,2020-06-05,week 6,No,30,Male,4
5202,2020-06-05,week 6,No,43,Female,6
5203,2020-06-05,week 6,No,25,Male,1
5204,2020-06-05,week 6,No,28,Male,3
5205,2020-06-05,week 6,No,22,Female,7
5206,2020-06-05,week 6,No,35,Female,5
5207,2020-06-05,week 6,No,26,Male,3
5208,2020-07-05,week 6,No,27,Female,3
5209,2020-06-05,week 6,No,64,Male,3
5210,2020-06-05,week 6,No,20,Male,7
5211,2020-07-05,week 6,No,26,Male,4
5212,2020-06-05,week 6,No,27,Male,5
5213,2020-06-05,week 6,No,24,Female,5
5214,2020-06-05,week 6,No,34,Female,8
5215,2020-06-05,week 6,No,33,Male,5
5216,2020-06-05,week 6,No,35,Male,7
5217,2020-06-05,week 6,No,26,Female,6
5218,2020-06-05,week 6,No,40,Male,8
5219,2020-06-05,week 6,No,60,Female,6
5220,2020-06-05,week 6,No,18,Male,6
5221,2020-06-05,week 6,No,23,Female,3
5222,2020-06-05,week 6,No,20,Male,6
5223,2020-06-05,week 6,No,28,Female,2
5224,2020-06-05,week 6,No,19,Female,6
5225,2020-06-05,week 6,No,22,Male,2
5226,2020-06-05,week 6,No,55,Male,6
5227,2020-06-05,week 6,No,22,Female,6
5228,2020-06-05,week 6,No,19,Female,5
5229,2020-06-05,week 6,No,27,Female,1
5230,2020-06-05,week 6,No,30,Male,1
5231,2020-06-05,week 6,No,26,Male,3
5232,2020-06-05,week 6,No,23,Male,4
5233,2020-06-05,week 6,No,46,Male,5
5234,2020-06-05,week 6,No,26,Female,3
5235,2020-06-05,week 6,No,21,Male,7
5236,2020-06-05,week 6,No,19,Male,7
5237,2020-06-05,week 6,No,19,Male,5
5238,2020-07-05,week 6,No,48,Male,5
5239,2020-07-05,week 6,No,30,Female,7
5240,2020-07-05,week 6,No,31,Female,7
5241,2020-07-05,week 6,No,57,Male,3
5242,2020-07-05,week 6,No,24,Male,4
5243,2020-07-05,week 6,No,37,Male,10
5244,2020-07-05,week 6,No,50,Female,5
5245,2020-07-05,week 6,No,25,Male,7
5246,2020-07-05,week 6,No,25,Female,7
5247,2020-07-05,week 6,No,35,Male,8
5248,2020-07-05,week 6,No,28,Female,6
5249,2020-07-05,week 6,No,21,Female,5
5250,2020-07-05,week 6,No,36,Male,4
5251,2020-07-05,week 6,No,27,Female,4
5252,2020-07-05,week 6,No,53,Female,6
5253,2020-07-05,week 6,No,28,Male,1
5254,2020-07-05,week 6,No,50,Male,6
5255,2020-07-05,week 6,No,21,Female,4
5256,2020-07-05,week 6,No,35,Male,7
5257,2020-07-05,week 6,No,41,Female,5
5258,2020-07-05,week 6,No,34,Male,5
5259,2020-07-05,week 6,No,22,Female,7
5260,2020-07-05,week 6,No,33,Male,5
5261,2020-07-05,week 6,No,48,Male,6
5262,2020-07-05,week 6,No,26,Female,8
5263,2020-07-05,week 6,No,20,Female,7
5264,2020-07-05,week 6,No,28,Male,6
5265,2020-07-05,week 6,No,35,Male,0
5266,2020-07-05,week 6,No,25,Female,5
5267,2020-07-05,week 6,No,39,Male,7
5268,2020-07-05,week 6,No,25,Female,6
5269,2020-07-05,week 6,No,28,Female,6
5270,2020-07-05,week 6,No,20,Female,4
5271,2020-07-05,week 6,No,25,Female,6
5272,2020-07-05,week 6,No,69,Male,6
5273,2020-07-05,week 6,No,28,Male,2
5274,2020-07-05,week 6,No,35,Male,4
5275,2020-07-05,week 6,No,30,Male,7
5276,2020-07-05,week 6,No,21,Male,6
5277,2020-07-05,week 6,No,27,Male,7
5278,2020-07-05,week 6,No,55,Male,7
5279,2020-07-05,week 6,No,34,Male,5
5280,2020-07-05,week 6,No,46,Male,6
5281,2020-07-05,week 6,No,21,Male,6
5282,2020-07-05,week 6,Yes,22,Female,5
5283,2020-07-05,week 6,No,34,Female,5
5284,2020-07-05,week 6,No,26,Male,4
5285,2020-07-05,week 6,No,44,Female,3
5286,2020-07-05,week 6,No,27,Male,4
5287,2020-07-05,week 6,No,22,Female,5
5288,2020-07-05,week 6,No,56,Female,2
5289,2020-07-05,week 6,No,21,Male,6
5290,2020-07-05,week 6,No,25,Male,7
5291,2020-07-05,week 6,No,66,Female,5
5292,2020-07-05,week 6,No,36,Female,7
5293,2020-07-05,week 6,No,24,Female,5
5294,2020-07-05,week 6,No,23,Male,8
5295,2020-07-05,week 6,No,18,Male,6
5296,2020-07-05,week 6,No,27,Female,5
5297,2020-07-05,week 6,No,44,Female,6
5298,2020-07-05,week 6,No,24,Female,3
5299,2020-07-05,week 6,No,25,Male,4
5300,2020-07-05,week 6,No,27,Male,6
5301,2020-07-05,week 6,No,33,Female,6
5302,2020-07-05,week 6,No,21,Male,5
5303,2020-07-05,week 6,No,23,Male,0
5304,2020-07-05,week 6,No,53,Male,4
5305,2020-07-05,week 6,No,28,Male,7
5306,2020-07-05,week 6,No,20,Male,3
5307,2020-07-05,week 6,No,44,Male,6
5308,2020-07-05,week 6,Yes,25,Female,6
5309,2020-07-05,week 6,No,25,Male,8
5310,2020-07-05,week 6,No,20,Male,6
5311,2020-07-05,week 6,Yes,47,Female,5
5312,2020-07-05,week 6,Yes,33,Female,6
5313,2020-07-05,week 6,No,20,Male,3
5314,2020-07-05,week 6,No,30,Female,6
5315,2020-07-05,week 6,No,24,Female,5
5316,2020-07-05,week 6,No,30,Male,10
5317,2020-07-05,week 6,No,22,Female,5
5318,2020-07-05,week 6,No,35,Female,8
5319,2020-07-05,week 6,No,20,Male,7
5320,2020-07-05,week 6,No,26,Female,3
5321,2020-07-05,week 6,No,42,Female,7
5322,2020-07-05,week 6,No,30,Male,4
5323,2020-07-05,week 6,No,37,Female,5
5324,2020-07-05,week 6,No,23,Male,5
5325,2020-07-05,week 6,No,22,Male,8
5326,2020-07-05,week 6,No,21,Male,5
5327,2020-07-05,week 6,No,38,Female,6
5328,2020-07-05,week 6,No,31,Male,5
5329,2020-07-05,week 6,No,25,Male,5
5330,2020-07-05,week 6,No,26,Male,4
5331,2020-07-05,week 6,No,37,Female,9
5332,2020-07-05,week 6,No,20,Female,8
5333,2020-07-05,week 6,No,43,Male,3
5334,2020-07-05,week 6,No,20,Female,6
5335,2020-07-05,week 6,No,20,Male,6
5336,2020-07-05,week 6,No,30,Male,6
5337,2020-07-05,week 6,No,19,Female,5
5338,2020-07-05,week 6,No,34,Male,3
5339,2020-07-05,week 6,No,31,Female,3
5340,2020-07-05,week 6,No,28,Female,3
5341,2020-07-05,week 6,No,30,Female,5
5342,2020-07-05,week 6,No,25,Female,2
5343,2020-07-05,week 6,No,26,Female,8
5344,2020-07-05,week 6,No,49,Female,3
5345,2020-07-05,week 6,No,21,Female,5
5346,2020-07-05,week 6,No,50,Male,7
5347,2020-07-05,week 6,No,48,Male,7
5348,2020-07-05,week 6,No,23,Female,7
5349,2020-07-05,week 6,No,27,Male,5
5350,2020-07-05,week 6,No,22,Male,10
5351,2020-07-05,week 6,No,32,Male,5
5352,2020-07-05,week 6,No,29,Male,5
5353,2020-07-05,week 6,No,20,Male,3
5354,2020-07-05,week 6,No,47,Male,1
5355,2020-07-05,week 6,No,25,Female,6
5356,2020-07-05,week 6,No,21,Female,3
5357,2020-07-05,week 6,No,23,Female,5
5358,2020-07-05,week 6,No,27,Female,4
5359,2020-07-05,week 6,No,38,Male,6
5360,2020-07-05,week 6,No,36,Male,7
5361,2020-07-05,week 6,No,24,Male,6
5362,2020-07-05,week 6,No,21,Female,3
5363,2020-07-05,week 6,No,29,Female,8
5364,2020-07-05,week 6,No,50,Female,5
5365,2020-07-05,week 6,No,25,Male,5
5366,2020-07-05,week 6,No,21,Male,5
5367,2020-07-05,week 6,No,26,Female,3
5368,2020-07-05,week 6,No,25,Female,2
5369,2020-07-05,week 6,No,32,Male,2
5370,2020-07-05,week 6,No,22,Female,5
5371,2020-07-05,week 6,No,37,Female,2
5372,2020-07-05,week 6,No,20,Female,7
5373,2020-07-05,week 6,No,22,Female,6
5374,2020-07-05,week 6,No,51,Male,5
5375,2020-07-05,week 6,No,19,Female,2
5376,2020-07-05,week 6,No,46,Female,7
5377,2020-07-05,week 6,No,51,Male,8
5378,2020-07-05,week 6,No,19,Female,5
5379,2020-07-05,week 6,No,39,Male,3
5380,2020-07-05,week 6,No,35,Male,7
5381,2020-07-05,week 6,No,29,Male,3
5382,2020-07-05,week 6,No,35,Male,7
5383,2020-07-05,week 6,No,28,Male,6
5384,2020-07-05,week 6,No,30,Female,5
5385,2020-07-05,week 6,No,53,Female,5
5386,2020-07-05,week 6,No,33,Male,9
5387,2020-07-05,week 6,No,22,Male,4
5388,2020-07-05,week 6,No,21,Female,8
5389,2020-07-05,week 6,No,20,Female,5
5390,2020-07-05,week 6,No,64,Female,5
5391,2020-07-05,week 6,No,57,Female,7
5392,2020-07-05,week 6,Yes,29,Male,8
5393,2020-07-05,week 6,No,49,Female,6
5394,2020-07-05,week 6,No,30,Male,6
5395,2020-07-05,week 6,No,52,Male,5
5396,2020-07-05,week 6,No,58,Female,7
5397,2020-07-05,week 6,No,60,Female,7
5398,2020-07-05,week 6,No,55,Male,6
5399,2020-07-05,week 6,No,35,Male,6
5400,2020-07-05,week 6,No,30,Female,5
5401,2020-07-05,week 6,No,22,Female,0
5402,2020-07-05,week 6,No,35,Female,6
5403,2020-07-05,week 6,No,36,Female,5
5404,2020-07-05,week 6,No,27,Female,6
5405,2020-07-05,week 6,No,34,Male,3
5406,2020-07-05,week 6,No,41,Male,7
5407,2020-07-05,week 6,No,49,Male,8
5408,2020-07-05,week 6,No,90,Female,3
5409,2020-07-05,week 6,No,30,Male,7
5410,2020-07-05,week 6,No,26,Female,5
5411,2020-07-05,week 6,No,42,Male,7
5412,2020-07-05,week 6,No,29,Female,2
5413,2020-07-05,week 6,No,48,Male,8
5414,2020-07-05,week 6,No,20,Female,6
5415,2020-07-05,week 6,No,33,Male,4
5416,2020-07-05,week 6,No,23,Female,3
5417,2020-07-05,week 6,No,26,Female,5
5418,2020-07-05,week 6,No,37,Male,8
5419,2020-07-05,week 6,No,38,Male,5
5420,2020-07-05,week 6,No,27,Male,6
5421,2020-07-05,week 6,No,25,Male,5
5422,2020-07-05,week 6,No,38,Male,2
5423,2020-07-05,week 6,No,25,Female,6
5424,2020-07-05,week 6,No,34,Female,8
5425,2020-07-05,week 6,No,28,Male,6
5426,2020-07-05,week 6,No,23,Male,2
5427,2020-07-05,week 6,No,70,Male,3
5428,2020-07-05,week 6,No,37,Female,6
5429,2020-07-05,week 6,No,45,Male,6
5430,2020-07-05,week 6,No,54,Male,8
5431,2020-07-05,week 6,No,37,Male,7
5432,2020-07-05,week 6,No,26,Female,4
5433,2020-07-05,week 6,No,45,Female,5
5434,2020-07-05,week 6,No,47,Male,8
5435,2020-07-05,week 6,No,26,Male,4
5436,2020-07-05,week 6,No,30,Female,5
5437,2020-07-05,week 6,No,35,Male,7
5438,2020-07-05,week 6,No,35,Female,6
5439,2020-07-05,week 6,No,31,Female,4
5440,2020-07-05,week 6,No,37,Female,3
5441,2020-07-05,week 6,No,21,Female,7
5442,2020-07-05,week 6,No,22,Male,5
5443,2020-07-05,week 6,No,28,Female,6
5444,2020-07-05,week 6,No,34,Female,7
5445,2020-07-05,week 6,No,32,Male,7
5446,2020-07-05,week 6,No,36,Male,5
5447,2020-07-05,week 6,No,31,Male,5
5448,2020-07-05,week 6,No,74,Female,2
5449,2020-07-05,week 6,No,27,Male,8
5450,2020-07-05,week 6,No,28,Female,7
5451,2020-07-05,week 6,No,42,Female,4
5452,2020-07-05,week 6,No,28,Female,5
5453,2020-07-05,week 6,No,41,Male,4
5454,2020-07-05,week 6,No,28,Female,8
5455,2020-07-05,week 6,No,28,Female,3
5456,2020-07-05,week 6,No,27,Female,4
5457,2020-07-05,week 6,No,31,Male,6
5458,2020-07-05,week 6,No,27,Male,3
5459,2020-07-05,week 6,No,36,Female,4
5460,2020-07-05,week 6,No,28,Male,4
5461,2020-07-05,week 6,No,66,Male,5
5462,2020-07-05,week 6,No,34,Male,6
5463,2020-07-05,week 6,No,21,Male,6
5464,2020-07-05,week 6,No,31,Female,7
5465,2020-07-05,week 6,No,27,Female,8
5466,2020-07-05,week 6,No,33,Male,5
5467,2020-07-05,week 6,No,21,Male,3
5468,2020-07-05,week 6,No,23,Male,6
5469,2020-07-05,week 6,No,35,Male,7
5470,2020-07-05,week 6,No,62,Male,6
5471,2020-07-05,week 6,No,44,Female,5
5472,2020-07-05,week 6,No,27,Female,5
5473,2020-07-05,week 6,No,49,Male,4
5474,2020-07-05,week 6,No,50,Female,5
5475,2020-07-05,week 6,No,40,Female,5
5476,2020-07-05,week 6,No,28,Male,5
5477,2020-07-05,week 6,No,36,Female,6
5478,2020-07-05,week 6,No,19,Female,8
5479,2020-07-05,week 6,No,54,Male,7
5480,2020-07-05,week 6,No,31,Male,4
5481,2020-07-05,week 6,No,56,Male,7
5482,2020-07-05,week 6,No,20,Female,7
5483,2020-07-05,week 6,No,20,Male,7
5484,2020-07-05,week 6,No,49,Female,5
5485,2020-07-05,week 6,No,42,Female,3
5486,2020-07-05,week 6,No,20,Female,7
5487,2020-07-05,week 6,No,37,Female,4
5488,2020-07-05,week 6,No,24,Female,1
5489,2020-07-05,week 6,No,36,Male,6
5490,2020-07-05,week 6,No,22,Male,4
5491,2020-07-05,week 6,No,49,Female,5
5492,2020-07-05,week 6,No,29,Female,7
5493,2020-07-05,week 6,No,29,Male,7
5494,2020-07-05,week 6,No,32,Female,7
5495,2020-07-05,week 6,No,29,Male,5
5496,2020-07-05,week 6,No,22,Male,4
5497,2020-07-05,week 6,No,30,Female,8
5498,2020-07-05,week 6,No,29,Male,4
5499,2020-07-05,week 6,No,36,Female,6
5500,2020-07-05,week 6,No,35,Female,8
5501,2020-07-05,week 6,No,28,Male,5
5502,2020-07-05,week 6,No,35,Male,5
5503,2020-07-05,week 6,No,24,Male,5
5504,2020-07-05,week 6,No,26,Male,6
5505,2020-07-05,week 6,No,22,Female,4
5506,2020-07-05,week 6,No,19,Male,6
5507,2020-07-05,week 6,No,48,Male,5
5508,2020-07-05,week 6,No,21,Female,1
5509,2020-07-05,week 6,No,36,Female,8
5510,2020-07-05,week 6,No,22,Male,3
5511,2020-07-05,week 6,No,27,Female,5
5512,2020-07-05,week 6,No,30,Male,2
5513,2020-07-05,week 6,No,34,Male,7
5514,2020-07-05,week 6,No,23,Male,4
5515,2020-07-05,week 6,No,32,Female,5
5516,2020-07-05,week 6,No,20,Female,2
5517,2020-07-05,week 6,No,29,Female,5
5518,2020-07-05,week 6,No,35,Female,8
5519,2020-07-05,week 6,No,20,Male,4
5520,2020-07-05,week 6,No,72,Female,7
5521,2020-07-05,week 6,No,28,Female,0
5522,2020-07-05,week 6,No,58,Female,7
5523,2020-07-05,week 6,No,39,Female,6
5524,2020-07-05,week 6,No,31,Male,6
5525,2020-07-05,week 6,No,21,Female,5
5526,2020-07-05,week 6,No,32,Female,3
5527,2020-07-05,week 6,No,44,Female,10
5528,2020-07-05,week 6,No,20,Female,3
5529,2020-07-05,week 6,No,30,Female,5
5530,2020-07-05,week 6,No,20,Female,5
5531,2020-07-05,week 6,No,53,Female,2
5532,2020-07-05,week 6,No,34,Female,5
5533,2020-07-05,week 6,No,34,Female,4
5534,2020-07-05,week 6,No,21,Female,3
5535,2020-07-05,week 6,No,21,Female,2
5536,2020-07-05,week 6,No,48,Male,7
5537,2020-07-05,week 6,No,31,Female,5
5538,2020-07-05,week 6,No,30,Male,7
5539,2020-07-05,week 6,No,35,Male,0
5540,2020-07-05,week 6,No,27,Female,3
5541,2020-07-05,week 6,No,46,Male,6
5542,2020-07-05,week 6,No,25,Male,2
5543,2020-07-05,week 6,No,51,Male,8
5544,2020-07-05,week 6,No,30,Male,3
5545,2020-07-05,week 6,No,27,Female,5
5546,2020-07-05,week 6,No,29,Female,5
5547,2020-07-05,week 6,No,40,Male,2
5548,2020-07-05,week 6,No,37,Male,5
5549,2020-07-05,week 6,No,48,Female,7
5550,2020-07-05,week 6,No,27,Female,4
5551,2020-07-05,week 6,No,25,Male,5
5552,2020-07-05,week 6,No,23,Female,5
5553,2020-07-05,week 6,No,43,Female,5
5554,2020-07-05,week 6,No,33,Female,5
5555,2020-07-05,week 6,No,56,Male,4
5556,2020-07-05,week 6,No,28,Female,6
5557,2020-07-05,week 6,No,47,Male,1
5558,2020-07-05,week 6,No,21,Female,3
5559,2020-07-05,week 6,No,19,Male,6
5560,2020-07-05,week 6,No,50,Male,6
5561,2020-07-05,week 6,No,26,Female,7
5562,2020-07-05,week 6,No,30,Male,5
5563,2020-07-05,week 6,No,26,Male,2
5564,2020-07-05,week 6,No,36,Female,7
5565,2020-07-05,week 6,No,26,Female,4
5566,2020-07-05,week 6,No,21,Male,2
5567,2020-07-05,week 6,No,19,Female,7
5568,2020-07-05,week 6,No,28,Female,5
5569,2020-07-05,week 6,No,22,Female,5
5570,2020-07-05,week 6,No,32,Female,8
5571,2020-07-05,week 6,No,25,Male,5
5572,2020-07-05,week 6,No,30,Male,1
5573,2020-07-05,week 6,No,20,Male,0
5574,2020-07-05,week 6,No,25,Female,5
5575,2020-07-05,week 6,No,31,Male,7
5576,2020-07-05,week 6,No,30,Male,7
5577,2020-07-05,week 6,No,30,Male,5
5578,2020-07-05,week 6,No,29,Female,4
5579,2020-07-05,week 6,No,28,Female,5
5580,2020-07-05,week 6,No,38,Male,4
5581,2020-07-05,week 6,No,25,Male,5
5582,2020-07-05,week 6,No,22,Male,5
5583,2020-07-05,week 6,No,53,Male,3
5584,2020-07-05,week 6,No,37,Male,3
5585,2020-07-05,week 6,No,25,Male,5
5586,2020-07-05,week 6,No,23,Female,4
5587,2020-07-05,week 6,No,63,Male,5
5588,2020-07-05,week 6,No,51,Female,3
5589,2020-07-05,week 6,No,40,Female,4
5590,2020-07-05,week 6,No,39,Female,7
5591,2020-07-05,week 6,No,22,Female,2
5592,2020-07-05,week 6,No,21,Male,5
5593,2020-07-05,week 6,No,38,Male,6
5594,2020-07-05,week 6,No,21,Female,4
5595,2020-07-05,week 6,No,40,Female,8
5596,2020-07-05,week 6,No,19,Male,5
5597,2020-07-05,week 6,No,24,Female,5
5598,2020-07-05,week 6,No,38,Male,7
5599,2020-07-05,week 6,No,32,Female,6
5600,2020-07-05,week 6,No,22,Female,5
5601,2020-07-05,week 6,No,20,Male,3
5602,2020-07-05,week 6,No,32,Female,7
5603,2020-07-05,week 6,No,44,Male,4
5604,2020-07-05,week 6,No,50,Female,7
5605,2020-07-05,week 6,No,46,Male,5
5606,2020-07-05,week 6,No,34,Female,6
5607,2020-07-05,week 6,No,18,Male,2
5608,2020-07-05,week 6,No,49,Female,4
5609,2020-07-05,week 6,No,35,Female,0
5610,2020-07-05,week 6,No,46,Female,6
5611,2020-07-05,week 6,No,72,Male,6
5612,2020-07-05,week 6,Yes,34,Female,6
5613,2020-07-05,week 6,No,28,Female,6
5614,2020-07-05,week 6,No,31,Female,4
5615,2020-07-05,week 6,No,20,Female,2
5616,2020-07-05,week 6,No,58,Female,5
5617,2020-07-05,week 6,No,45,Male,6
5618,2020-07-05,week 6,No,20,Male,5
5619,2020-07-05,week 6,No,39,Male,2
5620,2020-07-05,week 6,No,26,Female,3
5621,2020-08-05,week 6,No,26,Female,6
5622,2020-09-05,week 6,No,22,Female,3
5623,2020-07-05,week 6,Yes,66,Male,8
5624,2020-07-05,week 6,No,22,Male,4
5625,2020-07-05,week 6,No,50,Female,8
5626,2020-07-05,week 6,No,26,Female,5
5627,2020-07-05,week 6,No,40,Female,5
5628,2020-07-05,week 6,No,56,Female,4
5629,2020-07-05,week 6,No,30,Male,1
5630,2020-07-05,week 6,No,32,Male,5
5631,2020-07-05,week 6,No,46,Female,8
5632,2020-07-05,week 6,No,27,Male,5
5633,2020-07-05,week 6,No,23,Male,5
5634,2020-07-05,week 6,No,35,Male,5
5635,2020-07-05,week 6,No,30,Male,1
5636,2020-07-05,week 6,No,31,Male,6
5637,2020-07-05,week 6,No,29,Female,8
5638,2020-07-05,week 6,No,22,Male,1
5639,2020-07-05,week 6,No,30,Male,4
5640,2020-07-05,week 6,No,40,Male,3
5641,2020-07-05,week 6,No,24,Male,6
5642,2020-07-05,week 6,No,42,Male,4
5643,2020-07-05,week 6,No,35,Female,5
5644,2020-07-05,week 6,No,19,Male,3
5645,2020-07-05,week 6,No,35,Female,6
5646,2020-07-05,week 6,No,28,Female,1
5647,2020-07-05,week 6,No,37,Male,5
5648,2020-07-05,week 6,No,21,Male,4
5649,2020-07-05,week 6,No,39,Male,7
