,date,week,state,mental_health_condition,age,gender,happiness_rating
4976,2020-04-30,week 5,Georgia,No,40,Male,2
4977,2020-04-30,week 5,New Jersey,No,62,Female,6
4978,2020-04-30,week 5,Indiana,No,61,Female,9
4979,2020-04-30,week 5,Virginia,No,60,Female,9
4980,2020-04-30,week 5,Michigan,No,37,Female,3
4981,2020-04-30,week 5,Michigan,No,32,Male,6
4982,2020-04-30,week 5,California,No,70,Male,10
4983,2020-04-30,week 5,Ohio,No,58,Male,7
4984,2020-04-30,week 5,Pennsylvania,No,32,Female,9
4985,2020-04-30,week 5,New Jersey,No,46,Male,10
4986,2020-04-30,week 5,Texas,No,46,Male,5
4987,2020-04-30,week 5,Texas,No,66,Female,7
4988,2020-04-30,week 5,North Carolina,No,58,Female,5
4989,2020-04-30,week 5,California,No,64,Female,5
4990,2020-04-30,week 5,California,No,64,Male,9
4991,2020-04-30,week 5,Ohio,No,76,Male,8
4992,2020-04-30,week 5,Georgia,No,59,Female,6
4993,2020-04-30,week 5,Florida,No,64,Female,7
4994,2020-04-30,week 5,Washington,No,56,Male,6
4995,2020-04-30,week 5,Connecticut,No,80,Male,8
4996,2020-04-30,week 5,Michigan,No,31,Male,7
4997,2020-04-30,week 5,Kansas,No,57,Male,9
4998,2020-04-30,week 5,Pennsylvania,No,21,Female,5
4999,2020-04-30,week 5,California,No,61,Male,2
5000,2020-04-30,week 5,Idaho,No,25,Female,6
5001,2020-04-30,week 5,Texas,No,61,Male,8
5002,2020-04-30,week 5,Illinois,No,50,Female,6
5003,2020-04-30,week 5,Wisconsin,Yes,67,Female,6
5004,2020-04-30,week 5,Arizona,No,68,Male,8
5005,2020-04-30,week 5,Missouri,Yes,64,Male,7
5006,2020-04-30,week 5,Arizona,No,60,Male,9
5007,2020-04-30,week 5,Pennsylvania,No,67,Male,8
5008,2020-04-30,week 5,Pennsylvania,No,68,Female,7
5009,2020-04-30,week 5,Missouri,No,74,Male,8
5010,2020-04-30,week 5,Georgia,No,48,Female,7
5011,2020-04-30,week 5,Ohio,Yes,23,Male,7
5012,2020-04-30,week 5,New York,Yes,28,Female,6
5013,2020-04-30,week 5,Virginia,No,32,Male,6
5014,2020-04-30,week 5,Louisiana,No,55,Male,5
5015,2020-04-30,week 5,Texas,No,66,Male,8
5016,2020-04-30,week 5,Maryland,No,61,Male,10
5017,2020-04-30,week 5,California,No,27,Male,4
5018,2020-04-30,week 5,Minnesota,No,60,Female,8
5019,2020-04-30,week 5,Vermont,No,35,Female,8
5020,2020-04-30,week 5,Alabama,No,68,Female,9
5021,2020-04-30,week 5,Nebraska,No,65,Female,2
5022,2020-04-30,week 5,Rhode Island,No,78,Female,10
5023,2020-04-30,week 5,Tennessee,No,71,Female,8
5024,2020-04-30,week 5,Kentucky,No,52,Female,8
5025,2020-04-30,week 5,Minnesota,No,35,Female,6
5026,2020-04-30,week 5,New York,No,44,Female,8
5027,2020-04-30,week 5,Virginia,No,46,Male,6
5028,2020-04-30,week 5,North Carolina,Yes,53,Female,8
5029,2020-04-30,week 5,Minnesota,No,62,Male,8
5030,2020-04-30,week 5,Alabama,No,66,Female,9
5031,2020-04-30,week 5,Wyoming,No,80,Male,10
5032,2020-04-30,week 5,Kansas,No,42,Male,5
5033,2020-04-30,week 5,California,No,28,Male,8
5034,2020-04-30,week 5,Virginia, ,65,Male,8
5035,2020-04-30,week 5,North Carolina,Yes,70,Female,5
5036,2020-04-30,week 5,Pennsylvania,No,69,Male,6
5037,2020-04-30,week 5,Michigan,No,71,Female,5
5038,2020-04-30,week 5,South Carolina,No,71,Female,10
5039,2020-04-30,week 5,Texas,No,36,Female,8
5040,2020-01-05,week 5,North Carolina,No,42,Male,10
5041,2020-04-30,week 5,New York,No,32,Male,5
5042,2020-04-30,week 5,Texas,No,69,Female,9
5043,2020-04-30,week 5,California,No,78,Female,10
5044,2020-04-30,week 5,Washington,No,66,Male,3
5045,2020-04-30,week 5,Texas,No,62,Female,8
5046,2020-04-30,week 5,California,No,58,Female,8
5047,2020-04-30,week 5,California,No,64,Female,5
5048,2020-04-30,week 5,Florida,No,59,Female,6
5049,2020-04-30,week 5,Florida,Yes,59,Female,5
5050,2020-04-30,week 5,Georgia,Yes,64,Female,5
5051,2020-04-30,week 5,Ohio,No,65,Male,6
5052,2020-04-30,week 5,Florida,No,56,Female,9
5053,2020-04-30,week 5,Alabama,No,70,Male,10
5054,2020-04-30,week 5,North Carolina,No,66,Female,8
5055,2020-04-30,week 5,Missouri,No,58,Female,7
5056,2020-04-30,week 5,Georgia, ,45,Female,9
5057,2020-04-30,week 5,New York,No,58,Female,7
5058,2020-04-30,week 5,South Dakota,No,66,Female,9
5059,2020-04-30,week 5,Oregon,No,50,Female,8
5060,2020-04-30,week 5,Massachusetts,No,82,Female,9
5061,2020-04-30,week 5,California,No,68,Female,6
5062,2020-04-30,week 5,New York,No,31,Male,8
5063,2020-04-30,week 5,Maine,No,73,Female,8
5064,2020-04-30,week 5,Oregon,No,30,Female,3
5065,2020-04-30,week 5,Pennsylvania,No,56,Male,6
5066,2020-04-30,week 5,Florida,No,38,Male,8
5067,2020-04-30,week 5,Florida,No,36,Male,7
5068,2020-04-30,week 5,Utah,No,62,Male,7
5069,2020-04-30,week 5,Pennsylvania,No,67,Female,9
5070,2020-04-30,week 5,West Virginia,No,39,Female,5
5071,2020-04-30,week 5,Nevada,No,67,Female,7
5072,2020-04-30,week 5,Massachusetts,No,21,Female,7
5073,2020-04-30,week 5,Wyoming,No,43,Male,2
5074,2020-04-30,week 5,Oklahoma,No,32,Female,6
5075,2020-04-30,week 5,Texas,Yes,58,Male,5
5076,2020-04-30,week 5,Indiana,No,58,Male,4
5077,2020-04-30,week 5,Oregon,No,32,Female,5
5078,2020-04-30,week 5,Michigan,No,45,Female,6
5079,2020-04-30,week 5,California,No,33,Female,8
5080,2020-04-30,week 5,California,No,30,Female,3
5081,2020-04-30,week 5,Indiana,No,59,Female,7
5082,2020-04-30,week 5,Indiana,No,28,Female,7
5083,2020-04-30,week 5,New York,No,22,Female,6
5084,2020-04-30,week 5,California,No,30,Male,7
5085,2020-04-30,week 5,Missouri,No,56,Female,3
5086,2020-04-30,week 5,Maine,Yes,58,Female,5
5087,2020-04-30,week 5,Ohio,No,53,Female,7
5088,2020-04-30,week 5,West Virginia,No,47,Male,4
5089,2020-04-30,week 5,Illinois,No,38,Female,3
5090,2020-04-30,week 5,Oregon,No,57,Male,8
5091,2020-04-30,week 5,Alabama,No,61,Male,10
5092,2020-04-30,week 5,Montana,No,64,Male,6
5093,2020-04-30,week 5,North Carolina,No,63,Female,10
5094,2020-04-30,week 5,Alabama,No,51,Male,7
5095,2020-04-30,week 5,Massachusetts,No,78,Male,6
5096,2020-04-30,week 5,Arkansas,No,62,Male,10
5097,2020-04-30,week 5,Florida,No,59,Female,10
5098,2020-01-05,week 5,Maryland,No,35,Female,7
5099,2020-04-30,week 5,Oregon,No,64,Male,8
5100,2020-04-30,week 5,Arizona,No,63,Male,9
5101,2020-04-30,week 5,New York,No,72,Male,8
5102,2020-04-30,week 5,North Carolina,No,78,Male,9
5103,2020-04-30,week 5,Virginia,No,67,Male,7
5104,2020-04-30,week 5,Texas,Yes,47,Male,4
5105,2020-04-30,week 5,Florida, ,27,Female,5
5106,2020-01-05,week 5,Massachusetts,No,63,Male,8
5107,2020-01-05,week 5,Ohio,No,63,Male,8
5108,2020-01-05,week 5,New York,No,61,Female,7
5109,2020-01-05,week 5,Michigan,No,55,Female,6
5110,2020-01-05,week 5,Oregon,Yes,61,Female,7
5111,2020-01-05,week 5,Alabama,No,36,Female,5
5112,2020-01-05,week 5,California,No,50,Female,6
5113,2020-01-05,week 5,Michigan,No,62,Female,8
5114,2020-01-05,week 5,Pennsylvania,No,57,Female,10
5115,2020-01-05,week 5,Illinois,No,53,Female,7
5116,2020-01-05,week 5,North Carolina,No,55,Female,4
5117,2020-01-05,week 5,Kentucky,No,64,Female,8
5118,2020-01-05,week 5,Pennsylvania,No,59,Female,7
5119,2020-01-05,week 5,Illinois,Yes,49,Female,5
5120,2020-01-05,week 5,Pennsylvania,Yes,38,Male,6
5121,2020-01-05,week 5,North Carolina,No,42,Female,10
5122,2020-01-05,week 5,Virginia,No,40,Female,6
5123,2020-01-05,week 5,Illinois,No,73,Male,9
5124,2020-01-05,week 5,Delaware,No,39,Female,4
5125,2020-01-05,week 5,Florida,No,31,Female,4
5126,2020-01-05,week 5,Hawaii,No,37,Female,6
5127,2020-01-05,week 5,Tennessee,No,79,Female,2
5128,2020-01-05,week 5,Florida,No,64,Female,10
5129,2020-01-05,week 5,North Carolina,No,37,Female,3
5130,2020-01-05,week 5,Washington,No,40,Female,7
5131,2020-01-05,week 5,Washington,No,72,Male,7
5132,2020-01-05,week 5,Louisiana,No,25,Female,5
5133,2020-01-05,week 5,New York,No,34,Male,6
5134,2020-01-05,week 5,Arizona,No,41,Female,7
5135,2020-01-05,week 5,Arizona,No,44,Female,5
5136,2020-01-05,week 5,North Carolina,Yes,38,Female,8
5137,2020-01-05,week 5,California,No,71,Male,7
5138,2020-01-05,week 5,New York,No,67,Female,5
5139,2020-01-05,week 5,Indiana,Yes,67,Female,8
5140,2020-01-05,week 5,Texas,Yes,38,Female,8
5141,2020-01-05,week 5,Ohio,No,72,Female,5
5142,2020-01-05,week 5,Arizona,No,75,Male,8
5143,2020-01-05,week 5,Ohio,No,65,Female,8
5144,2020-01-05,week 5,Louisiana,No,80,Female,9
5145,2020-01-05,week 5,California,Yes,79,Female,7
5146,2020-01-05,week 5,California,No,71,Male,9
5147,2020-01-05,week 5,Idaho,No,40,Female,7
5148,2020-01-05,week 5,Tennessee,No,70,Male,8
5149,2020-01-05,week 5,Florida,No,71,Male,1
5150,2020-01-05,week 5,Washington,No,74,Male,8
5151,2020-01-05,week 5,California,No,83,Male,6
5152,2020-01-05,week 5,Colorado,No,30,Female,10
5153,2020-01-05,week 5,New York,No,35,Female,10
5154,2020-01-05,week 5,South Carolina,Yes,30,Female,8
5155,2020-01-05,week 5,Wisconsin,No,31,Female,8
5156,2020-01-05,week 5,Kentucky, ,31,Male,2
5157,2020-01-05,week 5,Washington,No,20,Female,7
5158,2020-01-05,week 5,Ohio,No,44,Male,7
5159,2020-01-05,week 5,New York,No,35,Female,3
5160,2020-01-05,week 5,Hawaii,No,19,Female,0
5161,2020-01-05,week 5,Louisiana,Yes,61,Male,5
5162,2020-01-05,week 5,New York,No,23,Female,8
5163,2020-01-05,week 5,South Carolina,No,31,Female,8
5164,2020-01-05,week 5,Maryland,No,39,Male,5
5165,2020-01-05,week 5,Tennessee,No,38,Female,2
5166,2020-01-05,week 5,Colorado,No,28,Male,4
5167,2020-01-05,week 5,California,No,35,Male,8
5168,2020-01-05,week 5,Virginia,No,30,Male,4
5169,2020-01-05,week 5,South Carolina,No,24,Female,6
5170,2020-01-05,week 5,Nebraska,No,54,Male,10
5171,2020-01-05,week 5,Nevada,No,25,Female,2
5172,2020-01-05,week 5,New York,No,61,Male,8
5173,2020-02-05,week 5,Texas,No,67,Male,7
5174,2020-01-05,week 5,Texas,No,49,Female,7
5175,2020-01-05,week 5,New York,No,44,Male,1
5176,2020-01-05,week 5,California,No,40,Male,10
5177,2020-01-05,week 5,Minnesota,No,45,Male,4
5178,2020-01-05,week 5,Illinois,No,23,Female,5
5179,2020-01-05,week 5,California,No,61,Male,3
5180,2020-01-05,week 5,Colorado,No,44,Male,10
5181,2020-01-05,week 5,California,No,32,Male,1
5182,2020-01-05,week 5,Washington,No,45,Male,5
5183,2020-01-05,week 5,Arkansas,No,35,Male,10
5184,2020-01-05,week 5,New York,No,28,Male,3
5185,2020-01-05,week 5,Alabama,No,36,Male,7
5186,2020-01-05,week 5,Georgia,No,43,Female,5
5187,2020-01-05,week 5,Washington,No,23,Female,0
5188,2020-01-05,week 5,Florida,No,22,Female,3
5189,2020-01-05,week 5,New York,No,23,Female,0
5190,2020-01-05,week 5,Minnesota,Yes,51,Female,6
5191,2020-01-05,week 5,Georgia,No,35,Male,5
5192,2020-01-05,week 5,Pennsylvania,No,48,Male,4
5193,2020-01-05,week 5,Virginia,No,25,Male,9
5194,2020-01-05,week 5,Florida,No,35,Male,4
5195,2020-01-05,week 5,New York,No,29,Male,8
5196,2020-01-05,week 5,New York,No,68,Male,7
5197,2020-01-05,week 5,New York,No,64,Male,6
5198,2020-01-05,week 5,Texas,No,35,Male,8
5199,2020-01-05,week 5,Massachusetts,No,55,Male,3
5200,2020-01-05,week 5,California,No,47,Male,7
5201,2020-01-05,week 5,California,No,49,Male,10
5202,2020-01-05,week 5,Minnesota,No,31,Male,5
5203,2020-01-05,week 5,Illinois,No,59,Female,9
5204,2020-01-05,week 5,Washington,No,68,Male,8
5205,2020-01-05,week 5,Virginia,No,28,Female,8
5206,2020-01-05,week 5,South Carolina,No,79,Male,7
5207,2020-01-05,week 5,North Carolina,Yes,26,Female,5
5208,2020-01-05,week 5,Ohio,No,64,Male,8
5209,2020-01-05,week 5,Florida,No,79,Male,7
5210,2020-01-05,week 5,Pennsylvania,No,65,Male,4
5211,2020-01-05,week 5,New York,No,62,Female,4
5212,2020-01-05,week 5,Florida,Yes,47,Female,5
5213,2020-01-05,week 5,Texas,No,55,Female,7
5214,2020-01-05,week 5,New York,No,59,Female,8
5215,2020-01-05,week 5,Tennessee,No,32,Female,6
5216,2020-01-05,week 5,Ohio,No,54,Female,3
5217,2020-01-05,week 5,Florida,No,29,Female,8
5218,2020-01-05,week 5,West Virginia,No,46,Male,1
5219,2020-01-05,week 5,Pennsylvania,No,61,Female,9
5220,2020-01-05,week 5,Missouri,No,59,Male,8
5221,2020-01-05,week 5,New Mexico,No,57,Male,8
5222,2020-01-05,week 5,Florida,No,69,Female,5
5223,2020-01-05,week 5,Indiana,No,24,Female,6
5224,2020-01-05,week 5,Florida,No,62,Female,7
5225,2020-01-05,week 5,Maryland,No,69,Female,9
5226,2020-01-05,week 5,Missouri,No,60,Male,9
5227,2020-01-05,week 5,Ohio,No,64,Male,7
5228,2020-01-05,week 5,Florida,No,60,Male,8
5229,2020-01-05,week 5,Illinois,No,62,Female,8
5230,2020-01-05,week 5,New York,No,61,Male,1
5231,2020-01-05,week 5,Wisconsin,No,72,Female,9
5232,2020-01-05,week 5,North Carolina,No,62,Male,7
5233,2020-01-05,week 5,Kentucky,No,59,Male,8
5234,2020-01-05,week 5,New York,No,33,Male,4
5235,2020-01-05,week 5,North Carolina,No,25,Male,10
5236,2020-01-05,week 5,Ohio,No,51,Male,9
5237,2020-01-05,week 5,Michigan,No,56,Male,4
5238,2020-01-05,week 5,Pennsylvania,Yes,56,Male,8
5239,2020-01-05,week 5,Washington,No,66,Female,4
5240,2020-01-05,week 5,Virginia,No,61,Male,7
5241,2020-01-05,week 5,Oregon,No,60,Female,3
5242,2020-01-05,week 5,Florida,No,72,Male,8
5243,2020-01-05,week 5,Ohio,No,36,Female,3
5244,2020-01-05,week 5,Virginia,No,21,Female,8
5245,2020-01-05,week 5,California,No,21,Female,4
5246,2020-01-05,week 5,Idaho,No,26,Female,6
5247,2020-01-05,week 5,New York,No,59,Female,6
5248,2020-01-05,week 5,Minnesota,No,28,Female,3
5249,2020-01-05,week 5,Pennsylvania,Yes,45,Male,1
5250,2020-01-05,week 5,District of Columbia,No,22,Female,5
5251,2020-01-05,week 5,Pennsylvania,No,71,Female,5
5252,2020-01-05,week 5,Illinois,No,71,Female,3
5253,2020-01-05,week 5,Vermont,No,28,Female,5
5254,2020-01-05,week 5,Ohio,No,63,Male,6
5255,2020-01-05,week 5,Florida,No,68,Female,6
5256,2020-08-05,week 5,Mississippi,No,60,Female,7
5257,2020-04-05,week 5,New York,No,57,Female,6
5258,2020-01-05,week 5,New York, ,26,Male,5
5259,2020-01-05,week 5,South Carolina,No,80,Female,8
5260,2020-01-05,week 5,Louisiana,No,86,Female,10
5261,2020-01-05,week 5,Missouri,No,77,Female,8
5262,2020-01-05,week 5,Florida,No,66,Male,5
5263,2020-01-05,week 5,Washington, ,40,Female,7
5264,2020-01-05,week 5,Oklahoma,No,39,Female,0
5265,2020-01-05,week 5,New York,No,29,Male,8
5266,2020-01-05,week 5,Texas,No,61,Female,6
5267,2020-01-05,week 5,Georgia,No,54,Male,8
5268,2020-01-05,week 5,Connecticut,No,59,Female,10
5269,2020-01-05,week 5,California,No,74,Female,5
5270,2020-01-05,week 5,Kentucky,No,20,Female,6
5271,2020-01-05,week 5,Ohio,No,20,Female,7
5272,2020-01-05,week 5,Alabama,Yes,28,Female,6
5273,2020-01-05,week 5,California,No,29,Female,8
5274,2020-01-05,week 5,Florida,Yes,53,Female,4
5275,2020-01-05,week 5,Ohio,No,75,Male,7
5276,2020-01-05,week 5,Michigan,No,43,Male,2
5277,2020-01-05,week 5,North Carolina,No,60,Female,8
5278,2020-01-05,week 5,Montana,No,37,Male,7
5279,2020-01-05,week 5,New Jersey,No,53,Female,7
5280,2020-01-05,week 5,California,No,58,Female,10
5281,2020-01-05,week 5,New York,No,60,Female,7
5282,2020-01-05,week 5,Ohio, ,60,Female,8
5283,2020-01-05,week 5,Texas,No,60,Female,3
5284,2020-01-05,week 5,Georgia,No,71,Male,6
5285,2020-01-05,week 5,Ohio,No,57,Male,7
5286,2020-01-05,week 5,Pennsylvania,No,55,Female,8
5287,2020-01-05,week 5,Wisconsin,No,59,Female,9
5288,2020-01-05,week 5,Wisconsin,No,75,Male,5
5289,2020-01-05,week 5,Idaho,No,36,Female,3
5290,2020-01-05,week 5,New York,No,38,Male,5
5291,2020-01-05,week 5,Washington,No,37,Male,6
5292,2020-01-05,week 5,New Jersey,No,66,Female,7
5293,2020-01-05,week 5,Florida,No,29,Male,5
5294,2020-01-05,week 5,Ohio,No,35,Female,10
5295,2020-01-05,week 5,Oklahoma,No,32,Female,5
5296,2020-01-05,week 5,Alabama,No,37,Female,5
5297,2020-01-05,week 5,New York,No,40,Female,5
5298,2020-01-05,week 5,Connecticut,No,37,Female,6
5299,2020-01-05,week 5,California,No,83,Male,10
5300,2020-01-05,week 5,California,No,62,Female,8
5301,2020-01-05,week 5,Illinois,No,91,Male,5
5302,2020-01-05,week 5,New Mexico,No,58,Female,7
5303,2020-01-05,week 5,North Carolina,Yes,59,Female,0
5304,2020-01-05,week 5,Washington,No,71,Female,7
5305,2020-01-05,week 5,Texas,No,55,Female,5
5306,2020-01-05,week 5,Nebraska,No,72,Female,7
5307,2020-01-05,week 5,Ohio,No,66,Female,9
5308,2020-01-05,week 5,Maryland,No,26,Male,6
5309,2020-01-05,week 5,Missouri,Yes,32,Female,5
5310,2020-01-05,week 5,Colorado,No,70,Female,7
5311,2020-01-05,week 5,Delaware,No,57,Male,8
5312,2020-01-05,week 5,Alaska,No,26,Female,6
5313,2020-01-05,week 5,California,No,51,Female,8
5314,2020-01-05,week 5,Iowa,No,28,Female,5
5315,2020-01-05,week 5,Pennsylvania,No,52,Male,7
5316,2020-01-05,week 5,Colorado,No,41,Female,3
5317,2020-01-05,week 5,Washington,No,60,Male,7
5318,2020-01-05,week 5,South Carolina,No,61,Male,6
5319,2020-01-05,week 5,Illinois,No,25,Male,5
5320,2020-01-05,week 5,Hawaii,Yes,63,Female,9
5321,2020-01-05,week 5,South Carolina,No,62,Male,8
5322,2020-01-05,week 5,Georgia,No,57,Male,3
5323,2020-01-05,week 5,Idaho,No,38,Male,6
5324,2020-01-05,week 5,Illinois, ,32,Male,8
5325,2020-01-05,week 5,Florida,No,69,Female,9
5326,2020-01-05,week 5,California,No,33,Female,8
5327,2020-01-05,week 5,California, ,44,Male,8
5328,2020-01-05,week 5,Illinois,No,30,Male,9
5329,2020-07-05,week 5,Florida,No,79,Male,10
5330,2020-01-05,week 5,New York,No,21,Male,10
5331,2020-01-05,week 5,Florida,No,28,Male,6
5332,2020-01-05,week 5,Texas,No,51,Female,7
5333,2020-01-05,week 5,New York,No,25,Female,8
5334,2020-01-05,week 5,Colorado,No,24,Female,9
5335,2020-03-05,week 5,Delaware,No,37,Male,7
5336,2020-01-05,week 5,Arizona,No,24,Female,5
5337,2020-01-05,week 5,Virginia,No,41,Female,5
5338,2020-01-05,week 5,Pennsylvania,No,76,Female,6
5339,2020-01-05,week 5,California,No,55,Female,5
5340,2020-01-05,week 5,Connecticut, ,31,Female,5
5341,2020-01-05,week 5,Kentucky,No,56,Female,7
5342,2020-01-05,week 5,Florida,No,62,Female,5
5343,2020-01-05,week 5,Texas,Yes,26,Male,1
5344,2020-01-05,week 5,Florida,No,83,Female,9
5345,2020-01-05,week 5,California,No,60,Female,6
5346,2020-01-05,week 5,New Jersey,Yes,33,Female,3
5347,2020-01-05,week 5,Missouri,No,71,Female,10
5348,2020-01-05,week 5,Texas,No,59,Male,9
5349,2020-01-05,week 5,Georgia,No,86,Female,9
5350,2020-01-05,week 5,Connecticut,No,76,Female,9
5351,2020-01-05,week 5,Massachusetts,No,55,Male,4
5352,2020-01-05,week 5,North Dakota,No,63,Male,8
5353,2020-01-05,week 5,Texas,No,32,Male,8
5354,2020-01-05,week 5,New Hampshire,No,55,Male,3
5355,2020-01-05,week 5,Alaska,Yes,61,Male,5
5356,2020-01-05,week 5,Arkansas,Yes,62,Female,8
5357,2020-01-05,week 5,California,Yes,35,Female,6
5358,2020-01-05,week 5,Wyoming,No,41,Male,3
5359,2020-01-05,week 5,Arizona,No,60,Male,8
5360,2020-01-05,week 5,California,No,65,Male,8
5361,2020-01-05,week 5,Oregon,Yes,56,Male,7
5362,2020-01-05,week 5,California,No,86,Male,8
5363,2020-01-05,week 5,Iowa,No,83,Male,10
5364,2020-01-05,week 5,California,No,60,Male,7
5365,2020-01-05,week 5,Pennsylvania,No,42,Male,3
5366,2020-01-05,week 5,Florida,No,80,Male,7
5367,2020-01-05,week 5,Washington,No,67,Male,7
5368,2020-01-05,week 5,Florida,No,31,Female,6
5369,2020-01-05,week 5,Georgia,No,73,Male,9
5370,2020-01-05,week 5,South Dakota,No,76,Male,8
5371,2020-01-05,week 5,Arizona,Yes,35,Female,1
5372,2020-01-05,week 5,New York,No,30,Male,2
5373,2020-01-05,week 5,Pennsylvania,No,30,Male,3
5374,2020-01-05,week 5,Washington,No,64,Male,7
5375,2020-01-05,week 5,Kansas,No,61,Female,8
5376,2020-01-05,week 5,Illinois,No,50,Female,4
5377,2020-01-05,week 5,Kentucky,No,62,Female,6
5378,2020-01-05,week 5,North Carolina,No,55,Female,7
5379,2020-01-05,week 5,South Carolina,No,63,Female,6
5380,2020-01-05,week 5,Virginia,No,55,Female,9
5381,2020-01-05,week 5,California,No,31,Female,8
5382,2020-01-05,week 5,California,No,53,Female,8
5383,2020-01-05,week 5,District of Columbia,No,27,Male,7
5384,2020-01-05,week 5,California,No,24,Male,8
5385,2020-01-05,week 5,Oregon,No,57,Female,9
5386,2020-01-05,week 5,Oklahoma,No,49,Female,5
5387,2020-01-05,week 5,California,Yes,56,Female,5
5388,2020-01-05,week 5,Ohio,No,60,Female,4
5389,2020-02-05,week 5,Virginia,No,52,Male,8
5390,2020-02-05,week 5,Michigan,Yes,36,Female,8
5391,2020-02-05,week 5,Maryland,No,49,Male,8
5392,2020-02-05,week 5,Tennessee,No,33,Female,5
5393,2020-02-05,week 5,New Jersey,No,39,Male,5
5394,2020-02-05,week 5,Connecticut,Yes,39,Female,5
5395,2020-02-05,week 5,Oklahoma,No,58,Male,8
5396,2020-02-05,week 5,Maine,No,62,Male,4
5397,2020-02-05,week 5,Illinois,No,55,Male,8
5398,2020-02-05,week 5,Colorado,No,62,Male,8
5399,2020-02-05,week 5,Wisconsin,No,29,Female,6
5400,2020-02-05,week 5,California,No,39,Male,8
5401,2020-02-05,week 5,Florida,No,40,Male,4
5402,2020-02-05,week 5,Pennsylvania,No,61,Male,1
5403,2020-02-05,week 5,Pennsylvania,No,46,Male,3
5404,2020-02-05,week 5,Florida,No,65,Female,7
5405,2020-02-05,week 5,Oregon,No,79,Female,7
5406,2020-02-05,week 5,Alabama,No,63,Female,8
5407,2020-02-05,week 5,Kentucky,No,63,Female,8
5408,2020-02-05,week 5,Virginia,No,55,Female,4
5409,2020-02-05,week 5,Virginia,No,61,Female,10
5410,2020-02-05,week 5,Michigan,No,55,Female,1
5411,2020-02-05,week 5,Minnesota,No,25,Female,5
5412,2020-02-05,week 5,Florida,No,56,Male,0
5413,2020-02-05,week 5,Washington,No,71,Female,6
5414,2020-02-05,week 5,California,No,34,Female,6
5415,2020-02-05,week 5,Connecticut,No,65,Female,6
5416,2020-02-05,week 5,California,No,67,Female,7
5417,2020-02-05,week 5,Ohio,No,73,Female,6
5418,2020-02-05,week 5,California,No,70,Female,8
5419,2020-02-05,week 5,Michigan,Yes,27,Female,7
5420,2020-02-05,week 5,Kentucky,No,62,Male,5
5421,2020-02-05,week 5,New York,No,72,Female,8
5422,2020-02-05,week 5,Wisconsin,No,29,Female,10
5423,2020-02-05,week 5,Kentucky,No,42,Female,5
5424,2020-02-05,week 5,Arizona,No,43,Female,5
5425,2020-02-05,week 5,Tennessee,No,41,Female,8
5426,2020-02-05,week 5,New York,No,30,Female,7
5427,2020-02-05,week 5,Florida,No,42,Female,8
5428,2020-02-05,week 5,Ohio, ,27,Female,6
5429,2020-02-05,week 5,Illinois,No,67,Female,6
5430,2020-02-05,week 5,Virginia,No,71,Female,8
5431,2020-02-05,week 5,Alaska,No,72,Female,4
5432,2020-02-05,week 5,New York,No,44,Male,5
5433,2020-02-05,week 5,North Carolina,No,68,Female,7
5434,2020-02-05,week 5,Pennsylvania,No,28,Female,7
5435,2020-02-05,week 5,Michigan,No,53,Female,5
5436,2020-02-05,week 5,Michigan,No,29,Female,8
5437,2020-02-05,week 5,New York,No,25,Female,5
5438,2020-02-05,week 5,New York,No,28,Female,10
5439,2020-02-05,week 5,Missouri,No,64,Female,6
5440,2020-02-05,week 5,Ohio,No,58,Female,3
5441,2020-02-05,week 5,Washington,Yes,53,Female,8
5442,2020-02-05,week 5,New York,No,36,Female,10
5443,2020-02-05,week 5,Kansas,No,42,Female,5
5444,2020-02-05,week 5,Florida,No,35,Female,7
5445,2020-02-05,week 5,Florida,No,46,Female,10
5446,2020-02-05,week 5,California,No,22,Female,7
5447,2020-02-05,week 5,New York,No,39,Male,8
5448,2020-02-05,week 5,Florida,No,61,Male,8
5449,2020-02-05,week 5,Washington,No,32,Female,9
5450,2020-02-05,week 5,Maryland,No,35,Male,5
5451,2020-02-05,week 5,Kentucky,No,40,Male,5
5452,2020-02-05,week 5,New Mexico,Yes,44,Female,3
5453,2020-02-05,week 5,Oklahoma,No,70,Female,8
5454,2020-02-05,week 5,Tennessee,Yes,59,Male,5
5455,2020-02-05,week 5,Georgia,No,50,Male,7
5456,2020-02-05,week 5,California,No,47,Female,0
5457,2020-02-05,week 5,Virginia,No,67,Male,9
5458,2020-02-05,week 5,Michigan,Yes,40,Male,5
5459,2020-02-05,week 5,Ohio,Yes,52,Female,5
5460,2020-02-05,week 5,New York,No,60,Female,9
5461,2020-02-05,week 5,Kentucky,No,54,Male,5
5462,2020-02-05,week 5,Illinois,No,25,Female,9
5463,2020-02-05,week 5,New Jersey,No,52,Male,5
5464,2020-02-05,week 5,Massachusetts,No,64,Male,4
5465,2020-02-05,week 5,Wisconsin,No,61,Male,7
5466,2020-02-05,week 5,Texas,No,79,Female,7
5467,2020-02-05,week 5,New Jersey,No,66,Male,7
5468,2020-02-05,week 5,Georgia,No,68,Male,5
5469,2020-02-05,week 5,Florida,No,73,Female,6
5470,2020-02-05,week 5,Massachusetts,No,87,Male,9
5471,2020-02-05,week 5,Florida,No,71,Male,6
5472,2020-02-05,week 5,North Carolina,No,52,Female,7
5473,2020-02-05,week 5,Michigan,No,58,Female,10
5474,2020-02-05,week 5,North Carolina,No,60,Female,7
